wordspace;categoria;qtde_total;qtde_analisada;qtde_fora_dicionario;qtde_fora_ranking;mse;rmsd
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram3-comparative;1332;1204;0;128;0.005601;0.074841
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram4-superlative;1122;623;420;79;0.012257;0.110711
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram5-present-participle;1056;911;0;145;0.008275;0.090966
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram6-nationality-adjective;1599;1508;78;13;0.003597;0.059972
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram7-past-tense;1560;1349;78;133;0.006989;0.083599
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram8-plural;1332;1147;142;43;0.004747;0.068901
./wordspaces/text8_10200000_skip-gram_context-18.bin;gram9-plural-verbs;870;758;0;112;0.009819;0.099090
./wordspaces/text8_10200000_skip-gram_context-18.bin;TOTAL;19544;14114;4098;1332;0.005717;0.075609
./wordspaces/text8_10200000_cbow_context-20.bin;capital-common-countries;506;506;0;0;0.001615;0.040187
./wordspaces/text8_10200000_cbow_context-20.bin;capital-world;4524;2452;2049;23;0.004567;0.067579
./wordspaces/text8_10200000_cbow_context-20.bin;currency;866;227;528;111;0.022130;0.148760
./wordspaces/text8_10200000_cbow_context-20.bin;city-in-state;2467;1871;403;193;0.008932;0.094509
./wordspaces/text8_10200000_cbow_context-20.bin;family;506;351;126;29;0.004124;0.064219
./wordspaces/text8_10200000_cbow_context-20.bin;gram1-adjective-to-adverb;992;602;62;328;0.013594;0.116592
./wordspaces/text8_10200000_cbow_context-20.bin;gram2-opposite;812;401;212;199;0.014234;0.119305
./wordspaces/text8_10200000_cbow_context-20.bin;gram3-comparative;1332;1315;0;17;0.005121;0.071564
./wordspaces/text8_10200000_cbow_context-20.bin;gram4-superlative;1122;644;420;58;0.010950;0.104641
./wordspaces/text8_10200000_cbow_context-20.bin;gram5-present-participle;1056;965;0;91;0.009447;0.097194
./wordspaces/text8_10200000_cbow_context-20.bin;gram6-nationality-adjective;1599;1510;78;11;0.004397;0.066308
./wordspaces/text8_10200000_cbow_context-20.bin;gram7-past-tense;1560;1330;78;152;0.009667;0.098323
./wordspaces/text8_10200000_cbow_context-20.bin;gram8-plural;1332;1176;142;14;0.005701;0.075506
./wordspaces/text8_10200000_cbow_context-20.bin;gram9-plural-verbs;870;771;0;99;0.010543;0.102677
./wordspaces/text8_10200000_cbow_context-20.bin;TOTAL;19544;14121;4098;1325;0.007529;0.086771
./wordspaces/text8_10200000_skip-gram_context-20.bin;capital-common-countries;506;506;0;0;0.000251;0.015839
./wordspaces/text8_10200000_skip-gram_context-20.bin;capital-world;4524;2466;2049;9;0.002280;0.047745
./wordspaces/text8_10200000_skip-gram_context-20.bin;currency;866;254;528;84;0.015281;0.123618
./wordspaces/text8_10200000_skip-gram_context-20.bin;city-in-state;2467;1965;403;99;0.003371;0.058058
./wordspaces/text8_10200000_skip-gram_context-20.bin;family;506;367;126;13;0.008075;0.089860
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram1-adjective-to-adverb;992;720;62;210;0.010048;0.100239
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram2-opposite;812;355;212;245;0.013739;0.117213
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram3-comparative;1332;1226;0;106;0.006000;0.077458
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram4-superlative;1122;641;420;61;0.011685;0.108097
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram5-present-participle;1056;936;0;120;0.009109;0.095440
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram6-nationality-adjective;1599;1509;78;12;0.003740;0.061156
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram7-past-tense;1560;1355;78;127;0.006885;0.082978
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram8-plural;1332;1152;142;38;0.004315;0.065686
./wordspaces/text8_10200000_skip-gram_context-20.bin;gram9-plural-verbs;870;756;0;114;0.009467;0.097300
./wordspaces/text8_10200000_skip-gram_context-20.bin;TOTAL;19544;14208;4098;1238;0.005757;0.075878
./wordspaces/text8_12000000_cbow_context-2.bin;capital-common-countries;506;505;0;1;0.004009;0.063314
./wordspaces/text8_12000000_cbow_context-2.bin;capital-world;4524;2418;1811;295;0.009293;0.096398
./wordspaces/text8_12000000_cbow_context-2.bin;currency;866;218;490;158;0.013491;0.116149
./wordspaces/text8_12000000_cbow_context-2.bin;city-in-state;2467;1845;213;409;0.013891;0.117862
./wordspaces/text8_12000000_cbow_context-2.bin;family;506;390;86;30;0.002773;0.052659
./wordspaces/text8_12000000_cbow_context-2.bin;gram1-adjective-to-adverb;992;666;0;326;0.014965;0.122333
./wordspaces/text8_12000000_cbow_context-2.bin;gram2-opposite;812;426;162;224;0.013075;0.114344
./wordspaces/text8_12000000_cbow_context-2.bin;gram3-comparative;1332;1327;0;5;0.002176;0.046646
./wordspaces/text8_12000000_cbow_context-2.bin;gram4-superlative;1122;754;310;58;0.006731;0.082045
./wordspaces/text8_12000000_cbow_context-2.bin;gram5-present-participle;1056;902;0;154;0.008057;0.089763
./wordspaces/text8_12000000_cbow_context-2.bin;gram6-nationality-adjective;1599;1475;78;46;0.003972;0.063026
./wordspaces/text8_12000000_cbow_context-2.bin;gram7-past-tense;1560;1287;78;195;0.008739;0.093482
./wordspaces/text8_12000000_cbow_context-2.bin;gram8-plural;1332;1104;142;86;0.005086;0.071313
./wordspaces/text8_12000000_cbow_context-2.bin;gram9-plural-verbs;870;784;0;86;0.007470;0.086431
./wordspaces/text8_12000000_cbow_context-2.bin;TOTAL;19544;14101;3370;2073;0.008048;0.089713
./wordspaces/text8_12000000_skip-gram_context-2.bin;capital-common-countries;506;500;0;6;0.002535;0.050352
./wordspaces/text8_12000000_skip-gram_context-2.bin;capital-world;4524;2332;1811;381;0.006342;0.079640
./wordspaces/text8_12000000_skip-gram_context-2.bin;currency;866;224;490;152;0.008677;0.093150
./wordspaces/text8_12000000_skip-gram_context-2.bin;city-in-state;2467;1779;213;475;0.007130;0.084439
./wordspaces/text8_12000000_skip-gram_context-2.bin;family;506;383;86;37;0.002503;0.050034
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram1-adjective-to-adverb;992;596;0;396;0.008154;0.090297
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram2-opposite;812;420;162;230;0.008243;0.090789
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram3-comparative;1332;1308;0;24;0.002076;0.045563
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram4-superlative;1122;746;310;66;0.004008;0.063306
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram5-present-participle;1056;846;0;210;0.005113;0.071504
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram6-nationality-adjective;1599;1489;78;32;0.002264;0.047584
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram7-past-tense;1560;1181;78;301;0.005569;0.074629
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram8-plural;1332;1063;142;127;0.003304;0.057484
./wordspaces/text8_12000000_skip-gram_context-2.bin;gram9-plural-verbs;870;719;0;151;0.004716;0.068670
./wordspaces/text8_12000000_skip-gram_context-2.bin;TOTAL;19544;13586;3370;2588;0.004920;0.070146
./wordspaces/text8_12000000_cbow_context-4.bin;capital-common-countries;506;505;0;1;0.002351;0.048487
./wordspaces/text8_12000000_cbow_context-4.bin;capital-world;4524;2629;1811;84;0.005974;0.077289
./wordspaces/text8_12000000_cbow_context-4.bin;currency;866;255;490;121;0.015810;0.125737
./wordspaces/text8_12000000_cbow_context-4.bin;city-in-state;2467;2048;213;206;0.009535;0.097646
./wordspaces/text8_12000000_cbow_context-4.bin;family;506;380;86;40;0.002286;0.047811
./wordspaces/text8_12000000_cbow_context-4.bin;gram1-adjective-to-adverb;992;703;0;289;0.013396;0.115741
./wordspaces/text8_12000000_cbow_context-4.bin;gram2-opposite;812;434;162;216;0.015301;0.123698
./wordspaces/text8_12000000_cbow_context-4.bin;gram3-comparative;1332;1327;0;5;0.002132;0.046177
./wordspaces/text8_12000000_cbow_context-4.bin;gram4-superlative;1122;757;310;55;0.008076;0.089866
./wordspaces/text8_12000000_cbow_context-4.bin;gram5-present-participle;1056;954;0;102;0.007149;0.084550
./wordspaces/text8_12000000_cbow_context-4.bin;gram6-nationality-adjective;1599;1508;78;13;0.003243;0.056945
./wordspaces/text8_12000000_cbow_context-4.bin;gram7-past-tense;1560;1392;78;90;0.008758;0.093582
./wordspaces/text8_12000000_cbow_context-4.bin;gram8-plural;1332;1166;142;24;0.004698;0.068544
./wordspaces/text8_12000000_cbow_context-4.bin;gram9-plural-verbs;870;807;0;63;0.008240;0.090773
./wordspaces/text8_12000000_cbow_context-4.bin;TOTAL;19544;14865;3370;1309;0.006885;0.082977
./wordspaces/text8_12000000_skip-gram_context-4.bin;capital-common-countries;506;502;0;4;0.001609;0.040118
./wordspaces/text8_12000000_skip-gram_context-4.bin;capital-world;4524;2530;1811;183;0.005187;0.072018
./wordspaces/text8_12000000_skip-gram_context-4.bin;currency;866;250;490;126;0.010699;0.103437
./wordspaces/text8_12000000_skip-gram_context-4.bin;city-in-state;2467;2018;213;236;0.005481;0.074035
./wordspaces/text8_12000000_skip-gram_context-4.bin;family;506;387;86;33;0.002558;0.050573
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram1-adjective-to-adverb;992;613;0;379;0.008417;0.091744
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram2-opposite;812;417;162;233;0.008861;0.094134
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram3-comparative;1332;1297;0;35;0.002884;0.053706
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram4-superlative;1122;750;310;62;0.006231;0.078939
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram5-present-participle;1056;917;0;139;0.007569;0.086998
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram6-nationality-adjective;1599;1507;78;14;0.001995;0.044662
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram7-past-tense;1560;1225;78;257;0.005895;0.076776
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram8-plural;1332;1115;142;75;0.003964;0.062959
./wordspaces/text8_12000000_skip-gram_context-4.bin;gram9-plural-verbs;870;747;0;123;0.006460;0.080375
./wordspaces/text8_12000000_skip-gram_context-4.bin;TOTAL;19544;14275;3370;1899;0.005067;0.071186
./wordspaces/text8_12000000_cbow_context-6.bin;capital-common-countries;506;506;0;0;0.001956;0.044226
./wordspaces/text8_12000000_cbow_context-6.bin;capital-world;4524;2678;1811;35;0.004874;0.069816
./wordspaces/text8_12000000_cbow_context-6.bin;currency;866;275;490;101;0.016798;0.129608
./wordspaces/text8_12000000_cbow_context-6.bin;city-in-state;2467;2057;213;197;0.008672;0.093122
./wordspaces/text8_12000000_cbow_context-6.bin;family;506;382;86;38;0.003096;0.055638
./wordspaces/text8_12000000_cbow_context-6.bin;gram1-adjective-to-adverb;992;696;0;296;0.013576;0.116514
./wordspaces/text8_12000000_cbow_context-6.bin;gram2-opposite;812;448;162;202;0.014169;0.119033
./wordspaces/text8_12000000_cbow_context-6.bin;gram3-comparative;1332;1322;0;10;0.003678;0.060647
./wordspaces/text8_12000000_cbow_context-6.bin;gram4-superlative;1122;737;310;75;0.007142;0.084510
./wordspaces/text8_12000000_cbow_context-6.bin;gram5-present-participle;1056;993;0;63;0.006751;0.082161
./wordspaces/text8_12000000_cbow_context-6.bin;gram6-nationality-adjective;1599;1501;78;20;0.004621;0.067980
./wordspaces/text8_12000000_cbow_context-6.bin;gram7-past-tense;1560;1414;78;68;0.007701;0.087756
./wordspaces/text8_12000000_cbow_context-6.bin;gram8-plural;1332;1188;142;2;0.004490;0.067006
./wordspaces/text8_12000000_cbow_context-6.bin;gram9-plural-verbs;870;797;0;73;0.008985;0.094791
./wordspaces/text8_12000000_cbow_context-6.bin;TOTAL;19544;14994;3370;1180;0.006711;0.081922
./wordspaces/text8_12000000_skip-gram_context-6.bin;capital-common-countries;506;506;0;0;0.001084;0.032918
./wordspaces/text8_12000000_skip-gram_context-6.bin;capital-world;4524;2644;1811;69;0.004056;0.063689
./wordspaces/text8_12000000_skip-gram_context-6.bin;currency;866;267;490;109;0.012942;0.113764
./wordspaces/text8_12000000_skip-gram_context-6.bin;city-in-state;2467;2078;213;176;0.004454;0.066740
./wordspaces/text8_12000000_skip-gram_context-6.bin;family;506;396;86;24;0.002878;0.053650
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram1-adjective-to-adverb;992;698;0;294;0.008599;0.092730
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram2-opposite;812;415;162;235;0.008678;0.093155
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram3-comparative;1332;1292;0;40;0.002572;0.050712
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram4-superlative;1122;750;310;62;0.006755;0.082186
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram5-present-participle;1056;902;0;154;0.007112;0.084336
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram6-nationality-adjective;1599;1508;78;13;0.001743;0.041743
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram7-past-tense;1560;1330;78;152;0.005793;0.076113
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram8-plural;1332;1150;142;40;0.003843;0.061990
./wordspaces/text8_12000000_skip-gram_context-6.bin;gram9-plural-verbs;870;767;0;103;0.006769;0.082275
./wordspaces/text8_12000000_skip-gram_context-6.bin;TOTAL;19544;14703;3370;1471;0.004725;0.068741
./wordspaces/text8_12000000_cbow_context-8.bin;capital-common-countries;506;506;0;0;0.001342;0.036639
./wordspaces/text8_12000000_cbow_context-8.bin;capital-world;4524;2683;1811;30;0.004107;0.064085
./wordspaces/text8_12000000_cbow_context-8.bin;currency;866;277;490;99;0.018425;0.135738
./wordspaces/text8_12000000_cbow_context-8.bin;city-in-state;2467;2088;213;166;0.008147;0.090259
./wordspaces/text8_12000000_cbow_context-8.bin;family;506;386;86;34;0.002642;0.051402
./wordspaces/text8_12000000_cbow_context-8.bin;gram1-adjective-to-adverb;992;709;0;283;0.013886;0.117840
./wordspaces/text8_12000000_cbow_context-8.bin;gram2-opposite;812;441;162;209;0.015253;0.123505
./wordspaces/text8_12000000_cbow_context-8.bin;gram3-comparative;1332;1322;0;10;0.003606;0.060047
./wordspaces/text8_12000000_cbow_context-8.bin;gram4-superlative;1122;759;310;53;0.007672;0.087589
./wordspaces/text8_12000000_cbow_context-8.bin;gram5-present-participle;1056;989;0;67;0.006491;0.080569
./wordspaces/text8_12000000_cbow_context-8.bin;gram6-nationality-adjective;1599;1507;78;14;0.003741;0.061167
./wordspaces/text8_12000000_cbow_context-8.bin;gram7-past-tense;1560;1397;78;85;0.008370;0.091487
./wordspaces/text8_12000000_cbow_context-8.bin;gram8-plural;1332;1179;142;11;0.005041;0.071002
./wordspaces/text8_12000000_cbow_context-8.bin;gram9-plural-verbs;870;816;0;54;0.009824;0.099116
./wordspaces/text8_12000000_cbow_context-8.bin;TOTAL;19544;15059;3370;1115;0.006621;0.081369
./wordspaces/text8_12000000_skip-gram_context-8.bin;capital-common-countries;506;506;0;0;0.000541;0.023255
./wordspaces/text8_12000000_skip-gram_context-8.bin;capital-world;4524;2662;1811;51;0.003229;0.056827
./wordspaces/text8_12000000_skip-gram_context-8.bin;currency;866;277;490;99;0.014623;0.120927
./wordspaces/text8_12000000_skip-gram_context-8.bin;city-in-state;2467;2105;213;149;0.003612;0.060101
./wordspaces/text8_12000000_skip-gram_context-8.bin;family;506;407;86;13;0.003753;0.061262
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram1-adjective-to-adverb;992;741;0;251;0.008563;0.092535
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram2-opposite;812;399;162;251;0.009555;0.097750
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram3-comparative;1332;1263;0;69;0.003803;0.061672
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram4-superlative;1122;745;310;67;0.007945;0.089136
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram5-present-participle;1056;914;0;142;0.007945;0.089137
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram6-nationality-adjective;1599;1507;78;14;0.002549;0.050492
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram7-past-tense;1560;1319;78;163;0.006946;0.083341
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram8-plural;1332;1152;142;38;0.004224;0.064993
./wordspaces/text8_12000000_skip-gram_context-8.bin;gram9-plural-verbs;870;757;0;113;0.007328;0.085606
./wordspaces/text8_12000000_skip-gram_context-8.bin;TOTAL;19544;14754;3370;1420;0.004989;0.070635
./wordspaces/text8_12000000_cbow_context-10.bin;capital-common-countries;506;506;0;0;0.001365;0.036944
./wordspaces/text8_12000000_cbow_context-10.bin;capital-world;4524;2678;1811;35;0.004301;0.065581
./wordspaces/text8_12000000_cbow_context-10.bin;currency;866;269;490;107;0.017238;0.131293
./wordspaces/text8_12000000_cbow_context-10.bin;city-in-state;2467;2055;213;199;0.009181;0.095817
./wordspaces/text8_12000000_cbow_context-10.bin;family;506;377;86;43;0.003206;0.056619
./wordspaces/text8_12000000_cbow_context-10.bin;gram1-adjective-to-adverb;992;672;0;320;0.012691;0.112654
./wordspaces/text8_12000000_cbow_context-10.bin;gram2-opposite;812;426;162;224;0.015265;0.123552
./wordspaces/text8_12000000_cbow_context-10.bin;gram3-comparative;1332;1326;0;6;0.003647;0.060389
./wordspaces/text8_12000000_cbow_context-10.bin;gram4-superlative;1122;748;310;64;0.008762;0.093604
./wordspaces/text8_12000000_cbow_context-10.bin;gram5-present-participle;1056;991;0;65;0.006823;0.082602
./wordspaces/text8_12000000_cbow_context-10.bin;gram6-nationality-adjective;1599;1501;78;20;0.004026;0.063448
./wordspaces/text8_12000000_cbow_context-10.bin;gram7-past-tense;1560;1403;78;79;0.008764;0.093617
./wordspaces/text8_12000000_cbow_context-10.bin;gram8-plural;1332;1181;142;9;0.004395;0.066291
./wordspaces/text8_12000000_cbow_context-10.bin;gram9-plural-verbs;870;801;0;69;0.009700;0.098487
./wordspaces/text8_12000000_cbow_context-10.bin;TOTAL;19544;14934;3370;1240;0.006790;0.082401
./wordspaces/text8_12000000_skip-gram_context-10.bin;capital-common-countries;506;506;0;0;0.000764;0.027636
./wordspaces/text8_12000000_skip-gram_context-10.bin;capital-world;4524;2671;1811;42;0.003180;0.056392
./wordspaces/text8_12000000_skip-gram_context-10.bin;currency;866;279;490;97;0.015228;0.123403
./wordspaces/text8_12000000_skip-gram_context-10.bin;city-in-state;2467;2120;213;134;0.003615;0.060128
./wordspaces/text8_12000000_skip-gram_context-10.bin;family;506;408;86;12;0.005147;0.071740
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram1-adjective-to-adverb;992;711;0;281;0.009415;0.097031
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram2-opposite;812;380;162;270;0.009777;0.098880
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram3-comparative;1332;1275;0;57;0.003996;0.063216
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram4-superlative;1122;722;310;90;0.009168;0.095750
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram5-present-participle;1056;934;0;122;0.007602;0.087191
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram6-nationality-adjective;1599;1505;78;16;0.002317;0.048135
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram7-past-tense;1560;1343;78;139;0.006332;0.079576
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram8-plural;1332;1144;142;46;0.004550;0.067456
./wordspaces/text8_12000000_skip-gram_context-10.bin;gram9-plural-verbs;870;784;0;86;0.007797;0.088302
./wordspaces/text8_12000000_skip-gram_context-10.bin;TOTAL;19544;14782;3370;1392;0.005103;0.071433
./wordspaces/text8_12000000_cbow_context-12.bin;capital-common-countries;506;506;0;0;0.001196;0.034589
./wordspaces/text8_12000000_cbow_context-12.bin;capital-world;4524;2682;1811;31;0.004136;0.064315
./wordspaces/text8_12000000_cbow_context-12.bin;currency;866;277;490;99;0.017467;0.132164
./wordspaces/text8_12000000_cbow_context-12.bin;city-in-state;2467;2069;213;185;0.006590;0.081179
./wordspaces/text8_12000000_cbow_context-12.bin;family;506;387;86;33;0.003935;0.062729
./wordspaces/text8_12000000_cbow_context-12.bin;gram1-adjective-to-adverb;992;668;0;324;0.014264;0.119432
./wordspaces/text8_12000000_cbow_context-12.bin;gram2-opposite;812;425;162;225;0.014854;0.121875
./wordspaces/text8_12000000_cbow_context-12.bin;gram3-comparative;1332;1324;0;8;0.004005;0.063284
./wordspaces/text8_12000000_cbow_context-12.bin;gram4-superlative;1122;719;310;93;0.009379;0.096843
./wordspaces/text8_12000000_cbow_context-12.bin;gram5-present-participle;1056;973;0;83;0.007703;0.087764
./wordspaces/text8_12000000_cbow_context-12.bin;gram6-nationality-adjective;1599;1509;78;12;0.003099;0.055672
./wordspaces/text8_12000000_cbow_context-12.bin;gram7-past-tense;1560;1404;78;78;0.008510;0.092249
./wordspaces/text8_12000000_cbow_context-12.bin;gram8-plural;1332;1174;142;16;0.005079;0.071266
./wordspaces/text8_12000000_cbow_context-12.bin;gram9-plural-verbs;870;812;0;58;0.010335;0.101661
./wordspaces/text8_12000000_cbow_context-12.bin;TOTAL;19544;14929;3370;1245;0.006568;0.081044
./wordspaces/text8_12000000_skip-gram_context-12.bin;capital-common-countries;506;506;0;0;0.000618;0.024856
./wordspaces/text8_12000000_skip-gram_context-12.bin;capital-world;4524;2676;1811;37;0.002535;0.050352
./wordspaces/text8_12000000_skip-gram_context-12.bin;currency;866;275;490;101;0.015150;0.123086
./wordspaces/text8_12000000_skip-gram_context-12.bin;city-in-state;2467;2112;213;142;0.003613;0.060106
./wordspaces/text8_12000000_skip-gram_context-12.bin;family;506;404;86;16;0.005656;0.075207
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram1-adjective-to-adverb;992;736;0;256;0.008893;0.094301
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram2-opposite;812;397;162;253;0.011073;0.105229
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram3-comparative;1332;1246;0;86;0.003990;0.063164
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram4-superlative;1122;721;310;91;0.010165;0.100819
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram5-present-participle;1056;915;0;141;0.008211;0.090614
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram6-nationality-adjective;1599;1499;78;22;0.002107;0.045908
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram7-past-tense;1560;1354;78;128;0.006333;0.079579
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram8-plural;1332;1155;142;35;0.004557;0.067506
./wordspaces/text8_12000000_skip-gram_context-12.bin;gram9-plural-verbs;870;767;0;103;0.008018;0.089544
./wordspaces/text8_12000000_skip-gram_context-12.bin;TOTAL;19544;14763;3370;1411;0.005086;0.071314
./wordspaces/text8_12000000_cbow_context-14.bin;capital-common-countries;506;506;0;0;0.001044;0.032310
./wordspaces/text8_12000000_cbow_context-14.bin;capital-world;4524;2688;1811;25;0.003823;0.061828
./wordspaces/text8_12000000_cbow_context-14.bin;currency;866;268;490;108;0.018255;0.135113
./wordspaces/text8_12000000_cbow_context-14.bin;city-in-state;2467;2076;213;178;0.007112;0.084334
./wordspaces/text8_12000000_cbow_context-14.bin;family;506;379;86;41;0.002874;0.053606
./wordspaces/text8_12000000_cbow_context-14.bin;gram1-adjective-to-adverb;992;699;0;293;0.013307;0.115358
./wordspaces/text8_12000000_cbow_context-14.bin;gram2-opposite;812;398;162;252;0.014026;0.118432
./wordspaces/text8_12000000_cbow_context-14.bin;gram3-comparative;1332;1309;0;23;0.004212;0.064898
./wordspaces/text8_12000000_cbow_context-14.bin;gram4-superlative;1122;723;310;89;0.010562;0.102770
./wordspaces/text8_12000000_cbow_context-14.bin;gram5-present-participle;1056;981;0;75;0.007527;0.086755
./wordspaces/text8_12000000_cbow_context-14.bin;gram6-nationality-adjective;1599;1499;78;22;0.003726;0.061040
./wordspaces/text8_12000000_cbow_context-14.bin;gram7-past-tense;1560;1387;78;95;0.009035;0.095053
./wordspaces/text8_12000000_cbow_context-14.bin;gram8-plural;1332;1186;142;4;0.005267;0.072575
./wordspaces/text8_12000000_cbow_context-14.bin;gram9-plural-verbs;870;800;0;70;0.010721;0.103543
./wordspaces/text8_12000000_cbow_context-14.bin;TOTAL;19544;14899;3370;1275;0.006706;0.081888
./wordspaces/text8_12000000_skip-gram_context-14.bin;capital-common-countries;506;506;0;0;0.000427;0.020669
./wordspaces/text8_12000000_skip-gram_context-14.bin;capital-world;4524;2688;1811;25;0.002334;0.048315
./wordspaces/text8_12000000_skip-gram_context-14.bin;currency;866;270;490;106;0.014509;0.120453
./wordspaces/text8_12000000_skip-gram_context-14.bin;city-in-state;2467;2130;213;124;0.002967;0.054467
./wordspaces/text8_12000000_skip-gram_context-14.bin;family;506;408;86;12;0.008054;0.089745
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram1-adjective-to-adverb;992;754;0;238;0.010111;0.100556
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram2-opposite;812;407;162;243;0.010485;0.102395
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram3-comparative;1332;1248;0;84;0.004813;0.069377
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram4-superlative;1122;704;310;108;0.009314;0.096508
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram5-present-participle;1056;921;0;135;0.008653;0.093019
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram6-nationality-adjective;1599;1495;78;26;0.001827;0.042743
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram7-past-tense;1560;1360;78;122;0.005708;0.075553
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram8-plural;1332;1139;142;51;0.003945;0.062811
./wordspaces/text8_12000000_skip-gram_context-14.bin;gram9-plural-verbs;870;774;0;96;0.008562;0.092531
./wordspaces/text8_12000000_skip-gram_context-14.bin;TOTAL;19544;14804;3370;1370;0.005002;0.070726
./wordspaces/text8_12000000_cbow_context-16.bin;capital-common-countries;506;506;0;0;0.001279;0.035765
./wordspaces/text8_12000000_cbow_context-16.bin;capital-world;4524;2689;1811;24;0.003807;0.061703
./wordspaces/text8_12000000_cbow_context-16.bin;currency;866;264;490;112;0.019611;0.140040
./wordspaces/text8_12000000_cbow_context-16.bin;city-in-state;2467;2083;213;171;0.007061;0.084030
./wordspaces/text8_12000000_cbow_context-16.bin;family;506;380;86;40;0.004293;0.065517
./wordspaces/text8_12000000_cbow_context-16.bin;gram1-adjective-to-adverb;992;666;0;326;0.012650;0.112470
./wordspaces/text8_12000000_cbow_context-16.bin;gram2-opposite;812;420;162;230;0.013577;0.116521
./wordspaces/text8_12000000_cbow_context-16.bin;gram3-comparative;1332;1304;0;28;0.004852;0.069654
./wordspaces/text8_12000000_cbow_context-16.bin;gram4-superlative;1122;734;310;78;0.010161;0.100799
./wordspaces/text8_12000000_cbow_context-16.bin;gram5-present-participle;1056;989;0;67;0.006825;0.082611
./wordspaces/text8_12000000_cbow_context-16.bin;gram6-nationality-adjective;1599;1508;78;13;0.003708;0.060896
./wordspaces/text8_12000000_cbow_context-16.bin;gram7-past-tense;1560;1354;78;128;0.009454;0.097233
./wordspaces/text8_12000000_cbow_context-16.bin;gram8-plural;1332;1171;142;19;0.006093;0.078060
./wordspaces/text8_12000000_cbow_context-16.bin;gram9-plural-verbs;870;767;0;103;0.009686;0.098417
./wordspaces/text8_12000000_cbow_context-16.bin;TOTAL;19544;14835;3370;1339;0.006742;0.082111
